exp_simu,cycle,nb_minifarms,cspNumber,crop_residue_price,delivered_price,collected_price,month,yearNb,biomass4milk,milk4minifarm,milk4collected,milk4traditional,milk2autoconsumption,milk2milkery,milk2market,producedMilk,minifarmIncome,minifarmExpense,collectedIncome,collectedExpense,traditionalIncome,traditionalExpense,producedCI,collectedCI,biomassHead,biomassHa,cowDensity,cowNb,milkingNb,minifarmNb,collectedNb,traditionalNb,pastoral4minifarm,pastoral4collected,pastoral4others,nmPastoral4collected,nmPastoral4others,residue4minifarm,residue4collected,residue4others,complement4minifarm,complement4collected,complement4others
0,30,30,17,50,340,300,30,2,47.404065806429486,224.5,14.754456932762572,0.05277301458499268,461.0,61768.890960393066,32590.683142755195,96577.47230944471,453204.1666666667,148400.0,47945.971630041466,22586.449282077338,19.977724892911947,0.0,1709.2491765175655,2484.827095634178,116.79087095351683,35.25426824909315,0.3018580815543748,240030,46842,212,32022,208008,0.0,88.88012649197087,91.9246549806295,91.92465498062742,91.92465498062732,165.0,21.470652331563265,2.6756149811959067,75.0,7.1988751757537885,0.0
0,30,30,17,50,340,300,30,2,40.96339859558132,224.5,15.143464101567952,0.05728843033894475,529.0,65852.90437024386,44547.766350502105,112685.27084206579,442547.0833333333,148400.0,53266.19125193727,26736.553923767548,30.896189307887482,0.0,1835.2706979517818,2947.6261630873037,115.89952188300056,35.25426824909315,0.30417958311063603,241876,47253,212,36555,205321,0.0,88.57023270725675,91.22308511386139,91.22308511386008,91.2230851138599,165.0,22.249137926352088,2.653211796669453,75.0,7.753086419753086,0.0
0,30,30,17,50,340,300,30,2,46.29505949881233,224.5,14.603768396871903,0.05382499754436484,513.0,60904.916018297714,35737.94756220192,98874.49210735007,445724.1666666667,147700.0,47428.73637803144,22417.211679029147,22.546132179200402,0.0,1728.6163878485315,2624.004048011468,118.69921690204404,35.25426824909315,0.2970050617788537,236171,46096,211,33183,202988,0.0,90.45113859894442,93.42669055472241,93.42669055472521,93.4266905547237,165.0,21.040271535257546,2.6221783081249144,75.0,7.188679245283019,0.0
0,31,30,17,50,340,300,31,2,37.83784848214003,224.5,15.12203933912334,0.04243697351037264,529.0,65764.39867658522,44365.54874591069,111935.57555460397,442547.0833333333,148400.0,53190.9803276498,27704.297840588573,22.466929664907138,0.0,1840.9236282289046,2949.310894788249,105.31626932802672,32.03505889896663,0.30417958311063603,241876,47253,212,36555,205321,0.0,80.48252771617099,82.8931374754016,82.89313747540051,82.89313747540197,165.0,23.79629143835133,2.653211796669453,75.0,7.753086419753086,0.0
0,31,30,17,50,340,300,31,2,43.75957339474676,224.5,14.729049346531383,0.03928149106369853,461.0,61656.09644011827,32467.396108966455,95869.22764725471,453204.1666666667,148400.0,47862.55142124821,23343.422689461117,14.608748679640719,0.0,1714.5413097534465,2486.80976971701,106.12622572172559,32.03505889896663,0.3018580815543748,240030,46842,212,32022,208008,0.0,80.76412385016435,83.53064416947905,83.53064416947869,83.53064416947969,165.0,22.78987977665241,2.6756149811959067,75.0,7.1988751757537885,0.0
0,31,30,17,50,340,300,31,2,41.464486363613645,224.5,16.94488810218785,0.03878952254702848,540.0,58232.91193226501,41231.2738234158,101238.9394498907,433379.1666666667,144900.0,51242.310116277346,25654.21110684585,16.191689757556432,0.0,1783.6040889673266,2927.222062443636,108.28856837991384,32.03505889896663,0.295830477567831,235237,45898,207,29419,205818,0.0,82.23359221028151,85.2325974230262,85.23259742302467,85.23259742302467,165.0,25.664341060945222,2.5670297880718613,75.0,8.457419683834779,0.0
0,31,30,17,50,340,300,31,2,42.729290089872954,224.5,14.578013928239757,0.04045148272169124,513.0,60798.27642161774,35593.98410668389,98176.00274909634,445724.1666666667,147700.0,47344.84159043351,23199.483965163865,16.67045648790145,0.0,1733.854645716562,2625.881172892949,107.86031290880672,32.03505889896663,0.2970050617788537,236171,46096,211,33183,202988,0.0,82.19168050861767,84.8955228203281,84.89552282032933,84.89552282032922,165.0,22.40525837276091,2.6221783081249144,75.0,7.188679245283019,0.0
0,32,30,17,50,340,300,32,2,19.701930483400538,224.5,16.808802906680267,0.0,396.0,57696.0625,40794.125,98886.1875,588558.3333333334,144900.0,69696.63817005545,30958.42518058429,0.0,0.0,1666.0917471262155,2858.4953572075706,44.13378458850861,13.056118571694283,0.295830477567831,235237,45898,207,29419,205818,0.0,33.514891727205054,34.73715786313308,34.737157863133724,34.73715786313332,165.0,35.457864184833745,2.5670297880718613,75.0,8.457419683834779,0.0
0,32,30,17,50,340,300,32,2,20.652969623188767,224.5,14.655073426027183,0.0,326.0,61349.1875,32131.9375,93807.125,565383.3333333334,148400.0,62109.414414414416,27820.841941104936,0.0,0.0,1595.6657735635436,2442.5290035513876,43.25250629190935,13.056118571694283,0.3018580815543748,240030,46842,212,32022,208008,0.0,32.915999332234236,34.04351457838548,34.04351457838606,34.043514578385825,165.0,30.567422718167958,2.6756149811959067,75.0,7.1988751757537885,0.0
0,32,30,17,50,340,300,32,2,18.140786819017933,224.5,15.060819615912209,0.0,385.0,65528.5,43879.875,109793.375,608011.6666666666,148400.0,71969.70155709343,33440.8775777357,0.0,0.0,1734.7423061310378,2909.0796171035013,42.922402740441385,13.056118571694283,0.30417958311063603,241876,47253,212,36555,205321,0.0,32.801232803277586,33.78369414183246,33.783694141832974,33.78369414183298,165.0,32.91757899303607,2.653211796669453,75.0,7.753086419753086,0.0
